lead_id,platform,campaign_id,ad_id,utm_source,utm_campaign,utm_content,lead_created_at,lead_created_timezone,lead_created_city,age,gender,language,device_type,operating_system,browser,first_contacted_at,replied_at,call_booked_at,converted_at,last_status_change_at,status,alert_sent
0ebc25ea-0f0c-4659-ae3d-7712cf8c0195,Google Ads,cmp_9598,ad_13897,google_ads,performance_v1,creative_b,2026-01-04 11:05:53,GMT,Houston,30,Prefer not to say,English,Mobile,Standard,Chrome,2026-01-04 11:51:53,2026-01-05 05:51:53,2026-01-06 05:51:53,2026-01-09 05:51:53,2026-01-09 05:51:53,converted,True
4bfe0d9e-d80d-434d-8345-dcf06443cb2a,Instagram,cmp_9254,ad_56797,instagram,brand_growth,creative_b,2026-01-26 11:11:53,GMT,Dallas,60,Non-binary,English,Mobile,Standard,Chrome,2026-01-26 12:33:53,,,,2026-01-26 12:33:53,lost,True
5035d98c-aca8-4df5-9186-9ef674ac8721,LinkedIn,cmp_6432,ad_39800,linkedin,performance_v1,creative_a,2025-12-30 11:01:53,GMT,Phoenix,26,Male,English,Tablet,Standard,Chrome,2025-12-30 12:29:53,,,,2025-12-30 12:29:53,lost,True
33473355-9319-4b3f-8b57-5f6c5ae8cd69,Google Ads,cmp_4643,ad_60188,google_ads,brand_growth,creative_b,2025-12-20 10:45:53,GMT,Dallas,54,Female,English,Mobile,Standard,Chrome,2025-12-20 12:37:53,,,,2025-12-20 12:37:53,lost,True
12ad957b-ca7d-481e-babc-bb2a36c70721,Google Ads,cmp_5759,ad_21936,google_ads,performance_v1,creative_b,2025-12-05 01:30:53,GMT,San Antonio,18,Male,English,Desktop,Standard,Chrome,2025-12-05 02:49:53,2025-12-05 06:49:53,2025-12-08 06:49:53,2025-12-12 06:49:53,2025-12-12 06:49:53,converted,True
14787e0d-61e3-4746-bc74-3707728703d2,LinkedIn,cmp_5134,ad_57659,linkedin,brand_growth,creative_a,2025-12-10 00:44:53,GMT,San Jose,40,Male,English,Desktop,Standard,Chrome,,,,,2025-12-10 00:44:53,new,True
7f796cfa-28ff-4494-b33d-076316b40b0c,Google Ads,cmp_6369,ad_60214,google_ads,performance_v1,creative_b,2026-01-10 16:40:53,GMT,New York,31,Female,English,Mobile,Standard,Chrome,2026-01-10 17:02:53,2026-01-11 14:02:53,2026-01-14 14:02:53,,2026-01-14 14:02:53,booked,True
747efc04-0d6e-4dc3-827d-3780caedca3a,Instagram,cmp_4641,ad_98956,instagram,brand_growth,creative_b,2025-11-28 09:18:53,GMT,Los Angeles,45,Female,English,Desktop,Standard,Chrome,2025-11-28 10:52:53,,,,2025-11-28 10:52:53,lost,True
943760bb-e6d5-44a8-a325-388b0e5822ce,Google Ads,cmp_6587,ad_21227,google_ads,performance_v1,creative_a,2025-12-19 23:41:53,GMT,New York,68,Female,English,Tablet,Standard,Chrome,2025-12-20 00:39:53,2025-12-21 19:39:53,2025-12-25 19:39:53,2025-12-28 19:39:53,2025-12-28 19:39:53,converted,True
148fa265-4493-4c1c-94fa-cff30f4d05a7,LinkedIn,cmp_5843,ad_13278,linkedin,brand_growth,creative_b,2026-01-24 17:53:53,GMT,San Jose,42,Non-binary,English,Desktop,Standard,Chrome,2026-01-24 18:20:53,2026-01-26 14:20:53,2026-01-26 21:00:53,,2026-01-26 21:00:53,booked,True
eb3d145b-9cbe-44c9-8d71-71a0ea72d0c3,Instagram,cmp_5231,ad_94581,instagram,performance_v1,creative_b,2025-12-21 14:08:53,GMT,Houston,41,Male,English,Desktop,Standard,Chrome,2025-12-21 15:02:53,2025-12-22 01:02:53,2025-12-26 01:02:53,,2025-12-26 01:02:53,booked,True
eb9bcf9b-e537-4b2f-a122-356d89e5d08d,Google Ads,cmp_5653,ad_82260,google_ads,brand_growth,creative_a,2026-01-19 02:57:53,GMT,Dallas,45,Female,English,Mobile,Standard,Chrome,2026-01-19 04:33:53,2026-01-19 19:33:53,,,2026-01-19 19:33:53,engaged,True
d991fdc7-83c9-4e0a-9016-8ef6eaeb4f6b,Google Ads,cmp_5727,ad_54530,google_ads,performance_v1,creative_b,2025-12-03 04:23:53,GMT,Dallas,29,Male,English,Desktop,Standard,Chrome,2025-12-03 05:08:53,2025-12-03 15:08:53,2025-12-04 15:08:53,2025-12-12 15:08:53,2025-12-12 15:08:53,converted,True
68eede7a-b7f9-4120-b15c-ea6c8ca4b0a7,LinkedIn,cmp_6730,ad_79181,linkedin,brand_growth,creative_b,2026-01-01 22:18:53,GMT,Dallas,59,Prefer not to say,English,Tablet,Standard,Chrome,2026-01-01 23:22:53,,,,2026-01-01 23:22:53,lost,True
780bf8ce-da55-464d-8126-1dfd10e3a2d3,Google Ads,cmp_1406,ad_36783,google_ads,performance_v1,creative_a,2025-12-12 06:49:53,GMT,San Diego,48,Male,English,Desktop,Standard,Chrome,2025-12-12 08:19:53,2025-12-13 04:19:53,2025-12-16 04:19:53,2025-12-19 04:19:53,2025-12-19 04:19:53,converted,True
e402c771-09f6-4e39-b6e7-74e7d956f427,Google Ads,cmp_5387,ad_43059,google_ads,brand_growth,creative_b,2025-12-01 05:59:53,GMT,Phoenix,39,Female,English,Mobile,Standard,Chrome,2025-12-01 06:58:53,2025-12-01 17:58:53,2025-12-05 17:58:53,2025-12-08 17:58:53,2025-12-08 17:58:53,converted,True
2031c3e8-1eb6-448f-8a2c-cd92984eaf96,LinkedIn,cmp_9871,ad_35621,linkedin,performance_v1,creative_b,2025-12-19 18:08:53,GMT,New York,46,Prefer not to say,English,Desktop,Standard,Chrome,2025-12-19 18:31:53,2025-12-19 22:31:53,2025-12-20 22:31:53,2025-12-26 22:31:53,2025-12-26 22:31:53,converted,True
b9da3ab5-61cd-451f-b3d5-fdadcdd31f29,Google Ads,cmp_1095,ad_31363,google_ads,brand_growth,creative_a,2025-12-24 20:42:53,GMT,San Diego,36,Male,English,Desktop,Standard,Chrome,2025-12-24 22:09:53,,,,2025-12-24 22:09:53,lost,True
87fc6df3-95f3-4d03-87b1-0dbe3820c9be,LinkedIn,cmp_2565,ad_45437,linkedin,performance_v1,creative_b,2025-12-20 14:32:53,GMT,Chicago,74,Male,English,Mobile,Standard,Chrome,2025-12-20 15:56:53,,,,2025-12-20 15:56:53,lost,True
e4ae26af-275f-4f18-b004-9d9628feec5e,LinkedIn,cmp_7596,ad_33135,linkedin,brand_growth,creative_b,2026-01-18 23:32:53,GMT,San Antonio,40,Non-binary,English,Tablet,Standard,Chrome,2026-01-19 00:22:53,2026-01-19 15:22:53,2026-01-22 15:22:53,2026-01-26 21:00:53,2026-01-26 21:00:53,converted,True
c6ae676f-61f6-4ef5-bb6b-6d2df06943bb,LinkedIn,cmp_9602,ad_14851,linkedin,performance_v1,creative_a,2026-01-09 05:43:53,GMT,Philadelphia,42,Non-binary,English,Tablet,Standard,Chrome,2026-01-09 06:01:53,2026-01-09 23:01:53,2026-01-11 23:01:53,,2026-01-11 23:01:53,booked,True
61f214e6-ad96-4d08-961b-b942f5560539,Google Ads,cmp_1548,ad_96835,google_ads,brand_growth,creative_b,2025-12-07 06:45:53,GMT,Houston,67,Male,English,Desktop,Standard,Chrome,2025-12-07 07:46:53,,,,2025-12-07 07:46:53,lost,True
e7a2f7af-2589-4fc8-bf6b-7fad723f90a6,Instagram,cmp_4638,ad_86723,instagram,performance_v1,creative_b,2025-12-04 21:47:53,GMT,Chicago,38,Prefer not to say,English,Mobile,Standard,Chrome,2025-12-04 21:56:53,2025-12-06 11:56:53,2025-12-10 11:56:53,,2025-12-10 11:56:53,booked,True
1059db07-cf01-4e06-8dc3-171fd2b94266,LinkedIn,cmp_9364,ad_42906,linkedin,brand_growth,creative_a,2025-12-09 22:54:53,GMT,Dallas,37,Female,English,Tablet,Standard,Chrome,,,,,2025-12-09 22:54:53,new,True
48f65820-21f9-43ff-8e28-3e5ee3e0ccdc,Instagram,cmp_4568,ad_51075,instagram,performance_v1,creative_b,2025-12-01 23:40:53,GMT,Los Angeles,23,Female,English,Tablet,Standard,Chrome,2025-12-02 00:46:53,,,,2025-12-02 00:46:53,lost,True
c3a6eb7a-30cf-4a64-8ff2-739b4269d883,LinkedIn,cmp_8796,ad_80090,linkedin,brand_growth,creative_b,2025-12-08 17:41:53,GMT,San Jose,28,Non-binary,English,Mobile,Standard,Chrome,2025-12-08 18:20:53,,,,2025-12-08 18:20:53,lost,True
2233e7f4-17db-4c5c-8827-aa53811f1fba,Instagram,cmp_4172,ad_77937,instagram,performance_v1,creative_a,2025-12-02 15:38:53,GMT,San Jose,23,Prefer not to say,English,Tablet,Standard,Chrome,2025-12-02 16:18:53,,,,2025-12-02 16:18:53,lost,True
d511ccd7-9c3f-458e-9673-f216cdfd9afe,Instagram,cmp_8767,ad_26014,instagram,brand_growth,creative_b,2026-01-25 05:42:53,GMT,Chicago,44,Non-binary,English,Tablet,Standard,Chrome,2026-01-25 06:35:53,2026-01-26 21:00:53,2026-01-26 21:00:53,2026-01-26 21:00:53,2026-01-26 21:00:53,converted,True
cb4b594d-f9c1-4e51-b021-ca64ed264c27,Google Ads,cmp_2329,ad_41307,google_ads,performance_v1,creative_b,2025-11-28 12:24:53,GMT,San Antonio,70,Non-binary,English,Desktop,Standard,Chrome,2025-11-28 14:16:53,2025-11-28 15:16:53,,,2025-11-28 15:16:53,engaged,True
2bca1c36-0470-47cd-b80b-c9e8b52ff441,LinkedIn,cmp_7667,ad_87880,linkedin,brand_growth,creative_a,2025-12-08 03:09:53,GMT,Phoenix,58,Male,English,Desktop,Standard,Chrome,2025-12-08 03:57:53,2025-12-09 03:57:53,,,2025-12-09 03:57:53,engaged,True
7369cf60-11b7-40f7-8ce6-371c1d62329a,Instagram,cmp_5730,ad_71342,instagram,performance_v1,creative_b,2025-12-28 05:34:53,GMT,Dallas,23,Non-binary,English,Desktop,Standard,Chrome,,,,,2025-12-28 05:34:53,new,True
e7b7798e-19cd-4643-b373-e93d1b35687f,Instagram,cmp_1489,ad_74060,instagram,brand_growth,creative_b,2025-12-24 17:58:53,GMT,Philadelphia,71,Non-binary,English,Tablet,Standard,Chrome,2025-12-24 18:23:53,2025-12-26 12:23:53,2025-12-28 12:23:53,2026-01-03 12:23:53,2026-01-03 12:23:53,converted,True
e1240685-7408-4db1-9265-c943a753cd73,LinkedIn,cmp_3061,ad_72782,linkedin,performance_v1,creative_a,2026-01-22 20:48:53,GMT,San Jose,34,Prefer not to say,English,Mobile,Standard,Chrome,2026-01-22 22:05:53,2026-01-23 11:05:53,2026-01-25 11:05:53,2026-01-26 21:00:53,2026-01-26 21:00:53,converted,True
c9d6e91e-4d34-442a-9a48-d71abb9372f4,Instagram,cmp_3844,ad_96892,instagram,brand_growth,creative_b,2026-01-19 17:38:53,GMT,San Jose,29,Non-binary,English,Desktop,Standard,Chrome,2026-01-19 17:57:53,2026-01-21 01:57:53,2026-01-23 01:57:53,2026-01-26 21:00:53,2026-01-26 21:00:53,converted,True
647aadd1-4216-4b0a-85df-448c86b399c2,Instagram,cmp_5413,ad_71300,instagram,performance_v1,creative_b,2026-01-15 15:05:53,GMT,San Jose,73,Male,English,Mobile,Standard,Chrome,2026-01-15 15:17:53,2026-01-16 21:17:53,,,2026-01-16 21:17:53,engaged,True
82dba1ee-3699-47bf-81ff-ab26f70de245,LinkedIn,cmp_1549,ad_87247,linkedin,brand_growth,creative_a,2025-12-24 00:42:53,GMT,New York,54,Female,English,Desktop,Standard,Chrome,2025-12-24 01:48:53,,,,2025-12-24 01:48:53,lost,True
f1b51aa9-c2b7-4a6e-af4b-2363b1fb7406,Google Ads,cmp_9723,ad_73628,google_ads,performance_v1,creative_b,2025-12-21 19:16:53,GMT,San Diego,63,Prefer not to say,English,Desktop,Standard,Chrome,2025-12-21 20:53:53,2025-12-23 06:53:53,2025-12-25 06:53:53,2026-01-02 06:53:53,2026-01-02 06:53:53,converted,True
dbb04cb3-f217-4b2b-b383-e26ca1fb6e89,Google Ads,cmp_7230,ad_70139,google_ads,brand_growth,creative_b,2026-01-10 20:47:53,GMT,New York,72,Non-binary,English,Mobile,Standard,Chrome,2026-01-10 22:41:53,,,,2026-01-10 22:41:53,lost,True
96ec31eb-7503-4360-acf5-00a7df19dc7f,Google Ads,cmp_5711,ad_74827,google_ads,performance_v1,creative_a,2025-12-06 13:58:53,GMT,Dallas,73,Female,English,Mobile,Standard,Chrome,2025-12-06 14:05:53,2025-12-06 18:05:53,2025-12-07 18:05:53,,2025-12-07 18:05:53,booked,True
46d8b694-56bf-4f74-a5d6-f8d4dac53843,Google Ads,cmp_6236,ad_93146,google_ads,brand_growth,creative_b,2025-12-18 06:16:53,GMT,San Diego,61,Prefer not to say,English,Desktop,Standard,Chrome,2025-12-18 08:08:53,,,,2025-12-18 08:08:53,lost,True
4f302d60-e3cc-46ad-9849-3895ee3effa0,LinkedIn,cmp_8237,ad_37326,linkedin,performance_v1,creative_b,2025-12-31 19:52:53,GMT,New York,34,Male,English,Desktop,Standard,Chrome,2025-12-31 21:22:53,2026-01-01 20:22:53,2026-01-02 20:22:53,,2026-01-02 20:22:53,booked,True
31b00af8-18af-4b79-9373-996ce79ea7a2,Google Ads,cmp_3431,ad_96362,google_ads,brand_growth,creative_a,2026-01-21 03:02:53,GMT,Dallas,58,Female,English,Mobile,Standard,Chrome,,,,,2026-01-21 03:02:53,new,True
701daf16-19c3-49b0-81eb-43885d463ce7,Google Ads,cmp_2969,ad_70265,google_ads,performance_v1,creative_b,2025-12-29 15:41:53,GMT,Los Angeles,25,Non-binary,English,Tablet,Standard,Chrome,2025-12-29 15:48:53,2025-12-30 23:48:53,2025-12-31 23:48:53,,2025-12-31 23:48:53,booked,True
666f59cf-319a-429a-b4fe-a80bcff768e4,Instagram,cmp_7214,ad_33294,instagram,brand_growth,creative_b,2026-01-23 21:31:53,GMT,Phoenix,18,Female,English,Mobile,Standard,Chrome,2026-01-23 22:51:53,,,,2026-01-23 22:51:53,lost,True
4ad9f68a-ab6a-4577-8939-8c19f349c3eb,Instagram,cmp_3052,ad_63080,instagram,performance_v1,creative_a,2025-12-03 17:55:53,GMT,Philadelphia,18,Non-binary,English,Mobile,Standard,Chrome,2025-12-03 18:38:53,2025-12-05 13:38:53,2025-12-08 13:38:53,2025-12-10 13:38:53,2025-12-10 13:38:53,converted,True
88e1e8bc-969a-4448-a623-33077a08b282,Google Ads,cmp_7407,ad_20484,google_ads,brand_growth,creative_b,2025-12-12 08:27:53,GMT,New York,33,Non-binary,English,Mobile,Standard,Chrome,2025-12-12 09:44:53,2025-12-14 01:44:53,2025-12-18 01:44:53,2025-12-23 01:44:53,2025-12-23 01:44:53,converted,True
fad3f7ef-ddd8-4a29-9be2-a39819648ea7,Instagram,cmp_5884,ad_47225,instagram,performance_v1,creative_b,2025-12-28 10:24:53,GMT,Chicago,68,Non-binary,English,Desktop,Standard,Chrome,2025-12-28 11:06:53,,,,2025-12-28 11:06:53,lost,True
0a4affd5-7cbb-482a-9700-aafc132749c9,Instagram,cmp_7526,ad_69981,instagram,brand_growth,creative_a,2025-12-18 04:35:53,GMT,San Diego,66,Male,English,Desktop,Standard,Chrome,2025-12-18 04:50:53,2025-12-18 07:50:53,2025-12-22 07:50:53,2025-12-25 07:50:53,2025-12-25 07:50:53,converted,True
6bd851a2-9e80-48f5-9937-250d0665ce2c,Instagram,cmp_1568,ad_96238,instagram,performance_v1,creative_b,2025-12-23 11:42:53,GMT,New York,73,Non-binary,English,Mobile,Standard,Chrome,2025-12-23 11:53:53,,,,2025-12-23 11:53:53,lost,True
b2b407ce-9b49-4d1d-874f-89039f07a49e,Instagram,cmp_9294,ad_64771,instagram,brand_growth,creative_b,2026-01-26 12:12:53,GMT,Houston,47,Non-binary,English,Desktop,Standard,Chrome,2026-01-26 13:15:53,2026-01-26 21:00:53,2026-01-26 21:00:53,2026-01-26 21:00:53,2026-01-26 21:00:53,converted,True
d6525d3c-b89e-4676-a293-1c416616be28,Google Ads,cmp_7394,ad_29593,google_ads,performance_v1,creative_a,2025-12-31 14:27:53,GMT,Phoenix,37,Prefer not to say,English,Tablet,Standard,Chrome,2025-12-31 15:29:53,2026-01-02 14:29:53,2026-01-06 14:29:53,2026-01-09 14:29:53,2026-01-09 14:29:53,converted,True
9bd2d236-ea9b-46dc-ad4f-e2f6d45c3c1c,Instagram,cmp_1066,ad_96938,instagram,brand_growth,creative_b,2025-12-23 04:40:53,GMT,San Jose,44,Non-binary,English,Desktop,Standard,Chrome,2025-12-23 06:33:53,2025-12-24 17:33:53,,,2025-12-24 17:33:53,engaged,True
3be32b5d-c089-4211-89fd-c76b5f569c97,Google Ads,cmp_3984,ad_40032,google_ads,performance_v1,creative_b,2026-01-06 04:15:53,GMT,New York,26,Female,English,Tablet,Standard,Chrome,2026-01-06 06:11:53,2026-01-07 10:11:53,2026-01-08 10:11:53,2026-01-14 10:11:53,2026-01-14 10:11:53,converted,True
